name,sub_name,score,price,labels,introduction,address
貝澳鈞安飯店,Pui O Kwan On Restaurant,,$51-100,粵菜 (廣東),,大嶼山貝澳新圍村73-74號地下 (杯澳公立學校對面)
甜蜜蜜,Honey Sweet,,$50以下,粵菜 (廣東)/中菜館,,坪洲坪洲永安街17號地舖
The Anchorage,,,$101-200,粵菜 (廣東)/多國菜/三文治/漢堡包,,愉景灣愉景灣遊艇會
雄記手撕雞,,,$51-100,粵菜 (廣東)/外賣店,,東涌逸東邨好運街市10號舖
聯邦皇宮,Federal Palace Restaurant,3,$101-200,粵菜 (廣東)/點心/酒樓,,東涌達東路20號東薈城1樓226號舖
甜蜜蜜粉麵,Honey Sweet,,$50以下,粵菜 (廣東),,坪洲寶坪街12號嘉暉花園地下21號舖
百樂潮州酒家,Pak Loh Chiu Chow Restaurant,3.5,$101-200,潮州菜/點心/無肉餐單/酒樓,,赤鱲角香港國際機場一號客運大樓7樓離港層東大堂(禁區)
森記酒家,Lamma Hilton Shum Kee Seafood Restaurant,3.5,$51-100,粵菜 (廣東)/海鮮/點心/中菜館/酒樓,,南丫島索罟灣南段26號
茶木‧台式休閒餐廳,TeaWood Taiwanese Cafe & Restaurant,3.5,$51-100,台灣菜/甜品/糖水/咖啡店/咪嘥嘢食店,,馬鞍山鞍祿街18號MOSTown新港城中心(4期)3樓3001-3002舖
茶木‧台式休閒餐廳,TeaWood Taiwanese Cafe & Restaurant,3.5,$51-100,台灣菜/甜品/糖水/咖啡店,,將軍澳坑口重華路8號東港城1樓187A號舖
三哥廚房擔擔麵菜飯專門店,,4,$51-100,滬菜 (上海)/粉麵/米線,,馬鞍山鞍祿街18號MOSTown Street新港城中心大街(1期)地下12-13號舖
雲川燒,Wan Chuen Siu,4,$51-100,滇菜 (雲南)/川菜 (四川)/粉麵/米線/串燒,,屯門良德街盈豐商場地下A27號舖
沐白小農,I'Milky,4,$50以下,台灣菜/台式飲品,,荃灣荃興徑2-8號昌泰大樓地下6號舖
雲貴風正宗雲南米線,,3.5,$50以下,滇菜 (雲南)/粉麵/米線,,屯門井財街15號金銘大廈地下 (青杏徑天橋出口)
北京樓,Peking Garden Restaurant,3.5,$201-400,京菜 (官府菜)/點心/中式包點/酒樓,於1978年開業，以皮脆肉嫩的北京烤鴨聞名海外，此外，這裡正宗的富貴雞，北京宮爆明蝦球及松子桂花魚等菜式亦別具風味。,元朗元龍街9號形點一期2樓2061-2062號舖
101台式休閒餐廳,101 Taiwanese Restaurant,3.5,$51-100,港式/台灣菜/茶餐廳/冰室,,青衣青敬路33號青衣城二期地下G30號舖
沙田強記雞粥,Shatin Chicken Congee,3,$50以下,粵菜 (廣東)/粉麵/米線/粥品/中菜館,環境闊落，提供多款精美菜式供客人選擇，當中有馳名的沙田雞粥、蟹粥、乳鴿，還有蠔餅及炒蜆等都很受客人歡迎。,大圍積存街12號地下
鴻星中菜,Super Star Chinese Cuisine,3.5,$101-200,粵菜 (廣東)/點心/酒樓/咪嘥嘢食店,,元朗朗日路8號形點二期3樓A301-A302號舖
翠園,Jade Garden,3.5,$101-200,粵菜 (廣東)/點心/酒樓,,荃灣楊屋道1號荃新天地一期1樓107號舖
季季紅風味酒家,,3.5,$101-200,粵菜 (廣東)/燒臘/點心/中式包點/酒樓,,屯門藍地大街1號
京都薈,Capital Canton,4,$101-200,粵菜 (廣東)/點心/酒樓,,青衣擔桿山路6號長發廣場5樓502號舖
稻香超級漁港,Pier 88,3.5,$101-200,粵菜 (廣東)/火鍋/海鮮/燒臘/點心/海鮮酒家/少鹽少糖食店,,將軍澳坑口培成路8號南豐廣場1樓R3號舖
水上人八鮮蒸鍋,Boat Dweller Steam Hot Pot Specialist,4.5,$201-400,粵菜 (廣東)/港式/火鍋,這間海鮮蒸氣鍋店，提供多款時令生猛海鮮，更可自選煮法及調味醬料。,荃灣沙咀道328號328廣埸地下5號舖
潮江春,Chiuchow Garden Restaurant,3.5,$101-200,潮州菜/點心/酒樓,,上水龍琛路48號上水匯6樓601號舖
青山灣漁港酒家,,4,$101-200,粵菜 (廣東)/港式/酒樓/少鹽少糖食店,,屯門三聖街6號三聖商場2樓
鄧媽媽過橋水餃,,3,$50以下,粵菜 (廣東)/雲吞/餃子/小食店,,葵芳葵富路7號葵涌廣場2樓C41號舖
新漢記飯店,Sun Hon Kee,3.5,$51-100,客家菜/海鮮/點心/中菜館/酒樓,,粉嶺聯和墟聯和道5號
翠園,Jade Garden,3,$101-200,粵菜 (廣東)/點心/酒樓,,沙田沙田正街18號新城市廣場一期8樓801A號舖
御苑,China Hall,3.5,$101-200,粵菜 (廣東)/咪嘥嘢食店/少鹽少糖食店,,葵芳興芳路223號新都會廣場6樓601-610號舖
和記廚房,Wo Kee Kitchen,3.5,$51-100,粵菜 (廣東)/港式/川菜 (四川)/中菜館/熟食中心,,荃灣福來村香車街熟食中心2樓40-42號舖
自家麵,Home Noodles,3.5,$51-100,粵菜 (廣東)/港式/拉麵/粉麵/米線,,西貢敬民街9號高勝樓地下G1號舗
漁匠屋,,4,$101-200,日本菜/壽司/刺身,,屯門井財街21號協邦大廈地舖
瀛燒居酒屋,,4,$51-100,日本菜/居酒屋,,荃灣享和街5-7號香城大厦地下1號舖
Mee...Lemongrass,Mee...Lemongrass,4,$51-100,泰國菜/馬來西亞菜/咖喱/串燒/沙律,,葵涌葵昌路72-76號活@KCC8樓801號舖
新麻蒲 BBQ,Shin Mapo BBQ,3.5,$101-200,韓國菜/韓燒,,葵芳興芳路223號新都會廣場L1層185號舖
純寿司,Jun Sushi,4,$101-200,日本菜/壽司/刺身,,元朗元龍街9號形點一期1樓1077號舖
Cow Bean,,3.5,$101-200,日本菜/扒房/日式西餐,,荃灣大壩街4-30號荃灣廣場1樓128-130號舖
泰星匯泰國菜,Thai Sparkle Food,4,$51-100,泰國菜/海鮮/咖喱,,葵芳信芳街40號
新麻蒲 BBQ,Shin Mapo BBQ,3.5,$101-200,韓國菜/烤肉,,元朗元龍街9號形點一期地下G008號舖
少爺18,Hawker 18,3.5,$101-200,新加坡菜,,葵芳興芳路223號新都會廣場4樓410-412號舖
金雞去骨海南雞專門店,Golden Chicken,4,$51-100,新加坡菜/馬來西亞菜,,西貢福民路(食街)34號地舖
定食8,Teishoku 8,3.5,$51-100,日本菜/壽司/刺身/烏冬,,荃灣荃華街3號悅來坊地下G10號舖
真‧章魚無雙,,3.5,$50以下,日本菜/小食店,堅持以原隻章魚造成的招牌章魚小丸子，有黑松露、蟹膏、櫻花蝦、芥末蜜糖等10幾款口味，好有特色。設6粒或8粒選擇。,葵芳葵富路7號葵涌廣場2樓C07B號舖
牛一,Nabe One,3.5,$101-200,日本菜/火鍋,日式放題火鍋牛一，提供多款優質肉類選擇，如美國牛肉、澳洲同日本和牛等，更供應幾十款鍋物配料，啤酒汽水及軟雪糕/乳酪等任飲任食。,屯門屯隆街3號屯門市廣場一期1樓1246-1266號舖
鮨千寿,Sushi Senju,4,$201-400,日本菜/鐵板燒/壽司/刺身,,屯門屯順街1號屯門市廣場1期1樓1108-1111號舖
芽莊越式料理,Nha Trang Vietnamese Cuisine,3.5,$101-200,越南菜,,沙田沙田正街18號新城市廣場一期7樓The Menu
La Rosabelle,,3.5,$101-200,法國菜,,東涌健東路4號地舖
Pascucci,,3.5,$51-100,意大利菜/三文治/沙律/咖啡店,,愉景灣D'Deck地下G03號舖
太平洋咖啡,Pacific Coffee Company,,$50以下,美國菜/沙律/西式糕點 /咖啡店,,赤鱲角香港國際機場中場客運廊6樓離港層6MC312號舖(禁區)
Uncle Russ Coffee,,,$50以下,西式/無肉餐單/咖啡店,,愉景灣愉景北商場地下G19號舖
麥當勞,McDonald's,3,$50以下,美國菜/漢堡包/快餐店,,"大嶼山梅窩銀礦灣銀運路3號梅窩中心地下1,3及5號舖"
太平洋咖啡,Pacific Coffee Company,,$50以下,美國菜/沙律/西式糕點 /咖啡店,,赤鱲角亞洲國際博覽館1樓2號舖
巴黎餐廳,,,$50以下,西式/茶餐廳/冰室,,坪洲永安街36號地下B號舖
滋味農場,Tasty Farm,,$50以下,西式/扒房/快餐店,"牛扒立食店, 即煎即食! 新式態度, 扒房味道!",東涌達東路20號東薈城B1樓B1A號舖
星巴克咖啡,Starbucks Coffee,,$50以下,美國菜/沙律/西式糕點 /咖啡店,,愉景灣愉景灣愉景北商場地下G26B號舖
Regala Cafe & Dessert Bar,,3.5,$101-200,西式/甜品/糖水/自助餐/清真認證食品/無肉餐單,Regala環境舒適優雅，提供雞尾酒、小食、三文治、特色甜品和蛋糕、自助午餐、以及假日下午茶自助餐，讓您與三五知己歡度悠閒時刻。,赤鱲角暢達路9號富豪機場酒店2樓
Da Dolce Gelato Italiano,,3.5,$50以下,意大利菜/雪糕/乳酪,雪糕每杯$28，可選兩款口味。,大嶼山昂坪市集7A號舖
Sweetly Sweetie,,3,$50以下,西式/雪糕/乳酪,,長洲大新海傍街86號A舖
The Blue Goose Tavern,,,$51-100,英國菜/酒吧,,"南丫島G/F, 47 Yung Shue Wan Main Street"
McCafe,,,$50以下,美國菜/麵包店/西式糕點 /咖啡店,,愉景灣D’Deck地下G02號舖
Mr & Mrs Fox,,3.5,$401-800,西式/酒/海鮮/酒吧,餐廳佔地三層，Mrs Fox是作為午間聚餐、放工後的歇腳地以及深夜與三五知己共聚的理想地點，提供精緻的手工雞尾酒、凍肉拼盤，及供賓客分享的小食。Mr Fox網羅豐富的海鮮及牛扒等精緻菜色予客人，牛扒均為餐廳自家度身定製的熟成房 (aging room) 中風乾熟成。餐廳最高層的Den專為私人餐飲聚會而設。,鰂魚涌糖廠街23號地舖
Ciao Chow - Italian Cafeteria,,4,$101-200,意大利菜/海鮮/薄餅/沙律/酒吧,,中環蘭桂坊德己立街30-32號加州大廈地舖
Le Marron,,4,$201-400,法國菜/海鮮/西餐廳,擁有溫暖而友善的氣氛和擁有貼心的服務。餐廳主打高級法國菜，有多款精美甜品，環境舒適幽雅。,銅鑼灣怡和街2-6號英光大廈12/F
宿宿醉,Hang O Pho,4,$101-200,越南菜/法國菜,,中環閣麟街37號祥興商業大廈6樓
A La Umai,,4,$401-800,法國菜/酒/海鮮/西餐廳,高居於25樓，提供美酒佳餚，精挑細選搜羅世界各國優質素材，同時欣賞維多利亞海港迷人夜景，燦爛煙花，配合悅耳歌聲，細膩品嚐。,天后電氣道108號冠貿商業大廈25樓
The Lounge (香港JW萬豪酒店),The Lounge (JW Marriott Hotel Hong Kong ),4,$401-800,西式/自助餐/酒吧/酒店餐廳,以全新裝潢帶來時尚及舒適的氛圍，多款優質美食選擇呈獻耳目一新的餐饗體驗。饗客可盡情享受豐富滋味的自助餐，包括享負盛名的麵食烹調站、以亞洲餐館美食為靈感的精選菜式、全新單點下午茶、下午茶自助餐和週日早午自助餐等!,金鐘金鐘道88號太古廣場香港JW萬豪酒店大堂
好日咖啡店,GoodDay Cafe,4,$51-100,港式/西式/三文治/漢堡包/All Day Breakfast/咖啡店,必試招牌菜流心芝士炸魚薯條，炸魚外脆，內有流心車打芝士，非常吸引。Cafe自製飲品如蘋果雪梨茶配肉桂條也值得一試。,銅鑼灣希雲街12號地舖
AMMO,,3.5,$201-400,西班牙菜/酒/酒吧,AMMO酒吧餐廳將所在之處蘊含的深厚歷史、建築及文化價值環環相扣，其詞彙意義深遠，除可解作「彈藥」外，亦結合了「亞洲 Asia」、「現化Modern」、「博物館Museum」及「原創Original」四個詞彙縮寫 --- 分別代表餐廳源於亞洲的文化身分、新派現代西班牙料理、位處博物館的文化地標位置，以及其原創獨特的餐飲概念。 AMMO由本地名廚Tony Cheng精心策劃，誠意打造各款精美Tapas 、供分享的西班牙美饌及創意雞尾酒，讓客人能在愜意的空間，以相宜的價格，品嚐具高級餐館水準的殷勤服務及美味餐點。,金鐘正義道9號亞洲協會香港中心低層
Kudos,,3.5,$401-800,西式/自助餐/酒吧/酒店餐廳,氣氛輕鬆寫意、格調優雅的Kudos餐廳位於酒店1樓，全日供應寰宇特色美饌。,銅鑼灣禮頓道8號香港銅鑼灣皇冠假日酒店1樓
Jamie's Italian,,3.5,$201-400,意大利菜/海鮮/漢堡包,名廚Jamie Oliver在香港的首間餐廳，主打沙拉、義大利麵等義大利菜。,銅鑼灣登龍街1-29號金朝陽中心2期Midtown 2樓
La Parole,,4,$201-400,法國菜/社企餐廳,La Parole餐廳忠於法式餐飲傳統，致力為每位顧客帶來色香味俱全的法式美饌。食材全部採用新鮮材料，以傳統的法式烹調技巧配合時尚的菜色擺設，讓顧客盡情享受法式盛宴。La Parole是香港首間揉合了Fine Dinning和社會企業的餐廳。餐廳的收入扣除成本開支後均全數撥款營運註冊非牟利機構 – 庭恩兒童中心，協助有語言障礙的小朋友克服困難。,上環文咸東街22-26號柏廷坊3樓
Zakka,,3.5,$51-100,西式/日式西餐,,銅鑼灣百德新街22-36號翡翠明珠廣場1樓Festiva 4號舖
茶。家,Teakha,3.5,$51-100,西式/麵包店/西式糕點 /茶館,茶。家是一間推廣樂活概念的茶房及雜貨店。,上環太平山街18B號地舖
L'Atelier de Joël Robuchon,,4,$801以上,法國菜/Fine Dining,L'Atelier de Joël Robuchon環境高雅，提供好看又好吃的法式佳餚，而且牛排分量十足。,中環皇后大道中15號置地廣場4樓401號舖
Caprice,,4,$801以上,法國菜/Fine Dining/酒店餐廳,Caprice提供上乘的法國菜，大廚以正宗法式煮法烹飪菜餚，適合配搭入口法國紅酒。餐廳內環境高雅舒適，客人更可觀賞維港景色。,中環金融街8號香港四季酒店6樓
天府人家,Sichuan Paradise,4,$101-200,川菜 (四川)/火鍋/水煮菜式,供應多種類的地道川菜，餐廳設有卡座，備有麻辣火鍋專用設備，四間廂房以四川名點──錦里、寬巷、少城、鼓樓命名。,灣仔盧押道18號海德中心3樓(謝斐道入口)
Flamingo Bloom,,3.5,$50以下,台灣菜/台式飲品/少鹽少糖食店,主打時尚手工花茶，精選優質原茶葉及材料，所有出品新鮮製造，茶坊的開放式吧台設計可以拉近客人和調茶師的距離，讓客人欣賞調茶師即席調製花茶，細味現代中國茶粹。,中環士丹利街50號信誠廣場地下B號舖
迷客夏,Milksha,3.5,$50以下,台灣菜/台式飲品,,銅鑼灣利園山道17號地舖
浙江軒,Zhejiang Heen,4,$201-400,江浙菜/中菜館,由香港浙江省同鄉會聯合會經營的中菜廳，提供一系列傳統正宗的上海及浙江菜式，招牌菜包括長江燻魚及紹興蒸臭豆腐。,灣仔駱克道300-306號僑阜商業大廈1-3樓
海底撈火鍋,Haidilao Hot Pot,4.5,$201-400,川菜 (四川)/火鍋,,銅鑼灣波斯富街99號利舞臺廣場19樓
功德林上海素食,Kung Tak Lam Shanghai Vegetarian Cuisine,3.5,$101-200,滬菜 (上海)/素食/中菜館,四洲集團旗下的上海素菜館，品牌在港開業接近三十年，曾是唯一一間入圍《米芝蓮指南》必比登推介的素食餐廳，亦有不少明星光顧。菜式精緻，招牌菜包括皇牌豆腐餃子、天鵝酥。,銅鑼灣告士打道280號世貿中心10樓
丸作食茶,Onezo,3.5,$50以下,台灣菜/台式飲品,來自台灣的手搖飲專門店，特色是現場製作珍珠，並以食物為天然色素，配搭出不同口味。,銅鑼灣禮頓道138號希雲大廈地舖
鐵牛台灣牛肉麵,Iron Cow Taiwanese Beef Noodles,3.5,$51-100,台灣菜/粉麵/米線,,中環蘇豪威靈頓街98號翡翠中心2樓A及B號舖
翠亨邨,Tsui Hang Village,3.5,$201-400,粵菜 (廣東)/點心/酒樓/少鹽少糖食店,,銅鑼灣波斯富街99號利舞臺廣場22樓
粗菜館,Tso Choi Restaurant,4,$101-200,粵菜 (廣東)/中菜館,蔡瀾先生親自推介的傳統廣東菜館，招牌菜包括豬油撈飯及招牌炒豬什。,北角炮台山英皇道125-133號月明樓地下
利苑酒家,Lei Garden,3.5,$201-400,粵菜 (廣東)/點心/酒樓,利苑酒家提供大量套餐，當中有鮑魚﹑響螺﹑燕窩等菜式。酒家不斷創新以迎合客人的需求及時代的轉變，保持現有菜式的水準，並因應客人的口味加以改良及鑽研新菜，30年來創出上千款菜式。,中環港景街1號國際金融中心3樓3008號舖
鍋心粥底火鍋,,4,$101-200,粵菜 (廣東)/火鍋,,北角和富道96-110號僑裕大廈地下1號舖
颱風點心,Tyfun Dim Sun,4,$201-400,粵菜 (廣東)/點心,,銅鑼灣希慎道33號利園1期4樓401A號舖
鋒膳,Flower Drum,4,$401-800,粵菜 (廣東)/中菜館,,灣仔石水渠街69-71號年威閣2樓B號舖
君綽軒,Kwan Cheuk Heen,4,$201-400,粵菜 (廣東)/中菜館/酒店餐廳,廚師每三個月會轉換一次菜單。,北角油街23號港島海逸君綽酒店5樓
美心皇宮,Maxim's Palace Chinese Restaurant,3.5,$101-200,粵菜 (廣東)/點心/酒樓,,中環愛丁堡廣場5-7號大會堂低座2樓
富,Madame Fu-Grand Cafe Chinois,3.5,$401-800,粵菜 (廣東)/點心/Fine Dining/中菜館,,中環荷李活道10號(舊中區警署)大館營房大樓3樓
常歡笑,Sheung Foon Siu,4,$51-100,粵菜 (廣東)/中菜館,,中環威靈頓街18號地下
蛇王芬,Ser Wong Fun,3.5,$201-400,粵菜 (廣東)/粉麵/米線/湯品/粥品/中菜館/少鹽少糖食店,招牌菜是蛇羹，同時供應燉湯及小炒。,中環閣麟街30號地舖
福臨門,Fook Lam Moon,4,$801以上,粵菜 (廣東)/點心/中菜館/酒樓,福臨門是集團的旗艦店，位於灣仔區，鄰近金鐘及中環等商業中心。每天供應傳統新鮮廣東點心，每逢週末及假日，更有特色美點推出。樓高三層，設計華麗新穎，設有大小私人貴賓房，更可組合成筵開十多席之宴會廳，可供舉行壽宴及婚宴。,灣仔莊士敦道35-45號利文樓地下3號舖
東方小祇園齋菜,Tung Fong Siu Kee Yuen,3.5,$50以下,粵菜 (廣東)/素食/中菜館,其素食變化多端，可以假亂真，齋鹵味美味可口，甜點精美。,灣仔軒尼詩道241號
唐人館,China Tang,4,$401-800,粵菜 (廣東)/京川滬/海鮮/燒臘/點心/中菜館,,中環皇后大道中15號置地廣場4樓411-413號
潮庭,Chiuchow Garden,3.5,$101-200,潮州菜/點心/中菜館/酒樓,,太古太古城道18號太古城中心四期1樓100號舖
天天海南雞飯,Tian Tian Hainanese Chicken Rice,3.5,$101-200,新加坡菜,來自新加坡的天天海南雞飯，其招牌海南雞飯皮薄肉嫩，加上以煮雞精華一同煲出的黃油飯，深得當地居民及遊客喜愛，每日都大排長龍。除天天外，同場更可品嚐同樣來自星洲的3間平民食店：主打黑松露牛腩牛筋麵的老街坊、將慢煮叉燒及廣東雲吞融和成fusion菜式的超好面，以及加入煉奶、淡奶而調成的五十年代咖啡。,銅鑼灣Fashion Walk京士頓街9號H2舖
